priority_rank,school_id,school_name,region,latest_year,latest_gpa,latest_pass_rate,latest_sat,size_band,severity_score,trend_decline_score,recoverability_score,priority_score,priority_category,gpa_slope,pass_rate_slope,similar_school_count,evidence_years,first_year,data_quality
3636,S2218,NAHUKAHUKA SECONDARY SCHOOL,LINDI,2025,3.6481,100.0,45.0,Medium,33.10125,0.0,93.91258318209317,35.33314163641863,Low,-0.02296999999999401,4.256661309384458e-15,862,10,2016,Complete
3637,S3267,KABIRIZI SECONDARY SCHOOL,KAGERA,2025,3.4532,100.0,104.0,Large,30.665,0.0,100.0,35.332499999999996,Low,-0.10051000000000551,0.05366221050649757,862,10,2016,Complete
3638,S6285,NYALWANZAJA SECONDARY SCHOOL,GEITA,2025,3.2416,97.2972972972973,74.0,Large,29.371351351351347,2.149877149876191,100.0,35.33063882063853,Low,-0.21109999999990525,-0.4299754299752382,862,2,2024,Limited trend history
3639,S5457,DAUDI TEEWI SECONDARY SCHOOL,MANYARA,2025,3.4529,100.0,75.0,Large,30.661250000000003,0.0,100.0,35.330625,Low,-0.11783000000000968,2.218750000000235,862,8,2018,Complete
3640,S1115,BUKANDWE SECONDARY SCHOOL,MWANZA,2025,3.4323,99.49238578680203,197.0,Very Large,30.657557106598986,0.0,100.0,35.32877855329949,Low,-0.18319000000001084,3.4505113097159223,856,10,2016,Complete
3641,S2235,NKWENDA SECONDARY SCHOOL,KAGERA,2025,3.4514,100.0,157.0,Very Large,30.642500000000002,0.0,100.0,35.32125,Low,-0.19684000000000906,3.6585899898784517,856,10,2016,Complete
3642,S5797,ILANGU SECONDARY SCHOOL,KATAVI,2025,3.646,100.0,57.0,Medium,33.074999999999996,0.0,93.91258318209317,35.32001663641863,Low,-0.14671999999999966,1.2891636231336867,862,4,2022,Complete
3643,S6053,NAMWAWALA SECONDARY SCHOOL,MOROGORO,2025,3.4509,100.0,113.0,Large,30.636249999999997,1.2363081100725498e-12,100.0,35.31812500000037,Low,-0.07179999999997425,-2.4726162201450996e-13,862,3,2023,Limited trend history
3644,S2268,LUGONGO SECONDARY SCHOOL,MWANZA,2025,3.4504,100.0,197.0,Very Large,30.630000000000003,0.0,100.0,35.315,Low,-0.2023600000000062,6.95267072346217,856,10,2016,Complete
3645,S2330,KAGONDO SECONDARY SCHOOL,KAGERA,2025,3.4501,100.0,78.0,Large,30.62625,0.0,100.0,35.313125,Low,-0.1207900000000029,1.250000000000024,862,10,2016,Complete
3646,S4123,WELLA SECONDARY SCHOOL,DODOMA,2025,3.3809,98.27586206896551,116.0,Large,30.623318965517246,0.0,100.0,35.31165948275862,Low,-0.11412000000000615,1.1216573563628358,862,10,2016,Complete
3647,S3154,SIMBANI SECONDARY SCHOOL,PWANI,2025,3.4315,99.55555555555556,225.0,Very Large,30.615972222222226,0.0,100.0,35.30798611111111,Low,-0.1583000000000047,5.438886977793257,856,10,2016,Complete
3648,S0954,MKONGO SECONDARY SCHOOL,PWANI,2025,3.3761,98.18181818181819,110.0,Large,30.610340909090908,0.0,100.0,35.305170454545454,Low,-0.10819000000000911,2.644467374730825,862,10,2016,Complete
3649,S1186,MAKITA SECONDARY SCHOOL,RUVUMA,2025,3.4482,100.0,151.0,Very Large,30.6025,0.0,100.0,35.301249999999996,Low,-0.006540000000000574,0.8775069641536183,856,10,2016,Complete
3650,S5517,BANYIBANYI SECONDARY SCHOOL,DODOMA,2025,3.642,100.0,66.0,Medium,33.025,0.0,93.91258318209317,35.29501663641864,Low,-0.07818000000000672,4.888006624063653,862,7,2019,Complete
3651,S4147,BUGALAMA SECONDARY SCHOOL,GEITA,2025,3.3573,97.75280898876404,89.0,Large,30.589845505617976,0.0,100.0,35.294922752808986,Low,-0.10196999999999934,1.8376796251329395,862,10,2016,Complete
3652,S2720,TAI SECONDARY SCHOOL,MARA,2025,3.4306,99.60629921259843,254.0,Very Large,30.579350393700786,0.0,100.0,35.289675196850396,Low,-0.040189999999995375,2.228073417130862,856,10,2016,Complete
3653,S2134,KISULUNI SECONDARY SCHOOL,KILIMANJARO,2025,3.5814,98.50746268656717,67.0,Medium,33.013768656716415,0.0,93.91258318209317,35.289400964776846,Low,-0.009570000000010221,5.585351769465842,862,10,2016,Complete
3654,S4721,KISHISHA SECONDARY SCHOOL,KILIMANJARO,2025,3.5626,98.0392156862745,51.0,Medium,33.012892156862755,0.0,93.91258318209317,35.288962714850015,Low,-0.14091000000000523,6.1747192009258285,862,10,2016,Complete
3655,S3970,MUGHUNGA SECONDARY SCHOOL,SINGIDA,2025,3.5827,98.55072463768117,69.0,Medium,33.00838768115941,0.0,93.91258318209317,35.28671047699834,Low,-0.13882000000000072,3.178974005060908,862,10,2016,Complete
3656,S1744,SHABAKA SECONDARY SCHOOL,GEITA,2025,3.2759,95.76271186440678,118.0,Large,30.56739406779661,0.0,100.0,35.28369703389831,Low,-0.13687000000000604,0.9831884275488952,862,10,2016,Complete
3657,S1142,MKINDO SECONDARY SCHOOL,TABORA,2025,3.1766,97.43589743589743,117.0,Large,28.489551282051284,3.448030477468518,100.0,35.2791847842662,Low,-0.025850000000008224,-0.6896060954937037,862,10,2016,Complete
3658,S0538,VWAWA SECONDARY SCHOOL,SONGWE,2025,3.3995,98.87218045112782,266.0,Very Large,30.557659774436093,0.0,100.0,35.278829887218045,Low,-0.1250500000000046,1.75980427901658,856,10,2016,Complete
3659,S2003,NYAKAMWAGA SECONDARY SCHOOL,GEITA,2025,3.6394,100.0,70.0,Medium,32.9925,0.0,93.91258318209317,35.27876663641864,Low,-0.15310999999999944,6.553234501347734,862,10,2016,Complete
3660,S4132,NAMIHORO SECONDARY SCHOOL,RUVUMA,2025,3.4445,100.0,153.0,Very Large,30.556250000000002,0.0,100.0,35.278125,Low,-0.18907999999999595,3.680981595091938,856,10,2016,Complete
3661,S1430,KIUMA SECONDARY SCHOOL,RUVUMA,2025,3.4087,99.10714285714286,112.0,Large,30.55517857142857,0.0,100.0,35.277589285714285,Low,-0.16683000000000892,2.372259648821401,862,9,2016,Complete
3662,S2289,NYIHARA SECONDARY SCHOOL,MARA,2025,3.4442,100.0,76.0,Large,30.5525,0.0,100.0,35.27625,Low,-0.031240000000002956,1.0249784668389068,862,10,2016,Complete
3663,S5039,MAKANJIRO SECONDARY SCHOOL,LINDI,2025,3.7066,100.0,41.0,Small,33.832499999999996,10.76999999999872,75.64102564102569,35.275455128204754,Low,0.053849999999993604,4.256661309384458e-15,965,10,2016,Complete
3664,S3764,CHRISTOPHER SECONDARY SCHOOL,DODOMA,2025,3.4433,100.0,132.0,Very Large,30.541249999999998,0.0,100.0,35.270624999999995,Low,-0.06056000000000637,0.20843989769829674,856,10,2016,Complete
3665,S4861,EMBOREET SECONDARY SCHOOL,MANYARA,2025,3.4433,100.0,96.0,Large,30.541249999999998,0.0,100.0,35.270624999999995,Low,-0.00504999999999425,0.8581638262781841,862,10,2016,Complete
3666,S5703,MWAKAGANGA SECONDARY SCHOOL,MBEYA,2025,3.4432,100.0,216.0,Very Large,30.54,0.0,100.0,35.269999999999996,Low,-0.22199000000000835,3.795439010750349,856,4,2022,Complete
3667,S0428,MPECHI SECONDARY SCHOOL,NJOMBE,2025,3.4107,100.0,191.0,Very Large,30.13375,0.6661938090713102,100.0,35.26673314272139,Low,0.0021099999999965482,-0.04883876181440011,856,10,2016,Complete
3668,S3651,ILIMA SECONDARY SCHOOL,MBEYA,2025,3.5078,98.4375,64.0,Medium,32.12875,1.3763900652487746,93.91258318209317,35.25980865599327,Low,-0.08850000000000169,-0.2752780130497549,862,10,2016,Complete
3669,S4562,MWAKIPANGA SECONDARY SCHOOL,TABORA,2025,3.6363,100.0,55.0,Medium,32.95375,0.0,93.91258318209317,35.259391636418634,Low,-0.08108000000000515,0.9389140271493431,862,10,2016,Complete
3670,S7609,MSSANGE SECONDARY SCHOOL,SINGIDA,2025,3.636,100.0,58.0,Medium,32.95,0.0,93.91258318209317,35.257516636418636,Low,,,862,1,2025,Insufficient trend history
3671,S4658,SAKAMBONA SECONDARY SCHOOL,MBEYA,2025,3.4956,100.0,31.0,Small,31.195,15.0954285714317,75.64102564102569,35.25433369963465,Low,0.05762000000001602,-0.7142857142856992,965,10,2016,Complete
3672,S3593,KATENTE SECONDARY SCHOOL,GEITA,2025,3.4138,99.32885906040269,149.0,Very Large,30.508070469798657,0.0,100.0,35.25403523489933,Low,-0.07825000000000766,0.9887992487940899,856,10,2016,Complete
3673,S3715,BUZA SECONDARY SCHOOL,DAR ES SALAAM,2025,3.322,97.04918032786885,305.0,Very Large,30.500409836065575,0.0,100.0,35.250204918032786,Low,-0.024850000000002623,0.8020974567567075,856,10,2016,Complete
3674,S0827,MASONYA SECONDARY SCHOOL,RUVUMA,2025,3.4145,100.0,93.0,Large,30.18125,0.5319148936170268,100.0,35.25019946808511,Low,-0.07983000000000277,-0.10638297872340537,862,10,2016,Complete
3675,S2116,NG'WAMABANZA SECONDARY SCHOOL,MWANZA,2025,3.4399,100.0,85.0,Large,30.49875,0.0,100.0,35.249375,Low,-0.26867000000002006,9.144758372424059,862,10,2016,Complete
3676,S1498,LUGEYE SECONDARY SCHOOL,MWANZA,2025,3.4176,99.46236559139786,186.0,Very Large,30.488817204301075,0.0,100.0,35.244408602150536,Low,-0.12741000000000635,4.102871326573519,856,10,2016,Complete
3677,S0618,LUPALILO SECONDARY SCHOOL,NJOMBE,2025,3.385,98.64864864864865,74.0,Large,30.488175675675674,0.0,100.0,35.24408783783784,Low,-0.17389000000001176,3.8772032902471776,862,10,2016,Complete
3678,S1349,NYAKAHURA SECONDARY SCHOOL,KAGERA,2025,3.3621,99.52380952380952,210.0,Very Large,29.76434523809524,1.2057504328184654,100.0,35.24389774889316,Low,-0.04025000000000222,-0.2411500865636931,856,10,2016,Complete
3679,S3695,NAMOMBWE SECONDARY SCHOOL,MTWARA,2025,3.5636,98.24561403508771,57.0,Medium,32.922192982456146,0.0,93.91258318209317,35.24361312764671,Low,-0.08225000000000687,0.5256322624745479,862,10,2016,Complete
3680,S2085,KILEO DAY SECONDARY SCHOOL,KILIMANJARO,2025,3.4389,100.0,78.0,Large,30.48625,0.0,100.0,35.243125,Low,-0.2163900000000116,5.989473684210753,862,10,2016,Complete
3681,S5073,KALEKWA SECONDARY SCHOOL,SINGIDA,2025,3.5558,98.07692307692307,52.0,Medium,32.90903846153847,0.0,93.91258318209317,35.23703586718787,Low,-0.2544900000000021,14.701944338684337,862,6,2020,Complete
3682,S3149,IHOWANZA SECONDARY SCHOOL,IRINGA,2025,3.4379,100.0,78.0,Large,30.47375,0.0,100.0,35.236875,Low,-0.20729000000000833,3.494623655914117,862,10,2016,Complete
3683,S0819,KIBAO SECONDARY SCHOOL,IRINGA,2025,3.5438,97.77777777777777,45.0,Medium,32.908611111111114,0.0,93.91258318209317,35.23682219197419,Low,-0.21738000000000599,10.70509607351745,862,10,2016,Complete
3684,S3155,PANGANI SECONDARY SCHOOL,PWANI,2025,3.4142,99.41176470588235,170.0,Very Large,30.471617647058828,0.0,100.0,35.23580882352941,Low,-0.13873000000000857,1.4494816050930046,856,10,2016,Complete
3685,S3165,MUGANZA SECONDARY SCHOOL,KAGERA,2025,3.6325,100.0,61.0,Medium,32.90625,0.0,93.91258318209317,35.235641636418634,Low,-0.03746000000000703,3.630385140393391,862,10,2016,Complete
3686,S4138,KIHENYA SECONDARY SCHOOL,KIGOMA,2025,3.4377,100.0,103.0,Large,30.47125,0.0,100.0,35.235625,Low,-0.09071000000000906,2.2501617665334868,862,10,2016,Complete
3687,S1073,NYANUNGU SECONDARY SCHOOL,MARA,2025,3.4374,100.0,135.0,Very Large,30.467499999999998,0.0,100.0,35.23375,Low,-0.036020000000011716,0.8157908098503456,856,10,2016,Complete
3688,S6305,IPANDIKILO SECONDARY SCHOOL,MWANZA,2025,3.437,100.0,93.0,Large,30.4625,0.0,100.0,35.23125,Low,,,862,1,2025,Insufficient trend history
3689,S1841,KANDAWE SECONDARY SCHOOL,MWANZA,2025,3.4366,100.0,167.0,Very Large,30.4575,0.0,100.0,35.22875,Low,-0.2434500000000028,10.44103366050589,856,10,2016,Complete
3690,S1576,MPUGUSO SECONDARY SCHOOL,MBEYA,2025,3.4162,99.49748743718592,199.0,Very Large,30.45375628140704,0.0,100.0,35.22687814070352,Low,-0.08541999999999886,0.9705123089384464,856,10,2016,Complete
3691,S4840,ROYAL GREEN VALLEY SECONDARY SCHOOL,ARUSHA,2016,3.5554,98.11320754716981,53.0,Medium,32.8858962264151,0.0,93.91258318209317,35.225464749626184,Low,,,862,1,2016,Insufficient trend history
3692,S5683,KAGWA SECONDARY SCHOOL,RUKWA,2025,2.5015,100.0,215.0,Very Large,18.76875,19.46200000000113,100.0,35.22297500000034,Low,0.09731000000000566,0.4522613065327692,856,7,2019,Complete
3693,S4430,LUSHAMBA SECONDARY SCHOOL,MWANZA,2025,3.4355,100.0,122.0,Very Large,30.44375,0.0,100.0,35.221875,Low,-0.14407000000000392,1.6928467153284745,856,10,2016,Complete
3694,S3693,KARANGA SECONDARY SCHOOL,KILIMANJARO,2025,3.4027,99.18032786885246,122.0,Very Large,30.44358606557377,0.0,100.0,35.221793032786884,Low,-0.07426000000000835,2.083073608215072,856,10,2016,Complete
3695,S1669,MLAMKE SECONDARY SCHOOL,IRINGA,2025,3.3039,96.71052631578947,152.0,Very Large,30.44348684210527,0.0,100.0,35.221743421052636,Low,-0.04796000000000425,1.781956671774205,856,10,2016,Complete
3696,S1540,NANYUMBU SECONDARY SCHOOL,MTWARA,2025,3.6293,100.0,61.0,Medium,32.86625,0.0,93.91258318209317,35.21564163641864,Low,-0.1326400000000077,3.713204373423121,862,10,2016,Complete
3697,S5491,NATRON FLAMINGO'S SECONDARY SCHOOL,ARUSHA,2025,3.434,100.0,126.0,Very Large,30.425,0.0,100.0,35.2125,Low,-0.02171999999999998,0.7228327228328186,856,7,2019,Complete
3698,S0726,MBEKENYERA SECONDARY SCHOOL,LINDI,2025,3.4338,100.0,141.0,Very Large,30.422500000000003,0.0,100.0,35.21125,Low,-0.08822000000000658,0.3125000000000755,856,10,2016,Complete
3699,S6129,MULALA SECONDARY SCHOOL,ARUSHA,2025,3.4336,100.0,83.0,Large,30.42,0.0,100.0,35.21,Low,-0.050699999999976576,5.084745762709572,862,2,2024,Limited trend history
3700,S3897,MISIMA SECONDARY SCHOOL,TANGA,2025,3.4335,100.0,104.0,Large,30.41875,0.0,100.0,35.209375,Low,-0.1369900000000008,1.87855090494387,862,10,2016,Complete
3701,S0750,OSHARA SECONDARY SCHOOL,KILIMANJARO,2025,3.3883,98.88888888888889,90.0,Large,30.40930555555556,0.0,100.0,35.20465277777778,Low,-0.18369000000000274,4.465748182166169,862,10,2016,Complete
3702,S3721,LUSHOTO SECONDARY SCHOOL,TANGA,2025,3.6272,100.0,69.0,Medium,32.84,0.0,93.91258318209317,35.202516636418636,Low,-0.13022000000001746,6.132290648420747,862,10,2016,Complete
3703,S1704,KABITA SECONDARY SCHOOL,SIMIYU,2025,3.4324,100.0,130.0,Very Large,30.404999999999998,0.0,100.0,35.2025,Low,-0.18948000000000492,6.86049923924021,856,10,2016,Complete
3704,S4076,NGULUMWA SECONDARY SCHOOL,TABORA,2025,3.4646,93.33333333333333,30.0,Small,34.14083333333333,10.000000000000684,75.64102564102569,35.19862179487201,Low,-0.012240000000011067,-2.000000000000137,965,10,2016,Complete
3705,S4033,MKWAWA SECONDARY SCHOOL,IRINGA,2025,3.3688,99.13793103448276,116.0,Large,30.041034482758615,0.5799999999991401,100.0,35.194517241379046,Low,0.0028999999999957003,0.5377848203105488,862,10,2016,Complete
3706,S4460,MPANDAPANDA SECONDARY SCHOOL,MBEYA,2025,3.3889,98.94736842105263,190.0,Very Large,30.387565789473687,0.0,100.0,35.19378289473684,Low,-0.18638000000000324,3.7387013393060893,856,10,2016,Complete
3707,S5041,NAMAYUNI SECONDARY SCHOOL,LINDI,2025,3.6258,100.0,63.0,Medium,32.8225,0.0,93.91258318209317,35.19376663641863,Low,-0.07955000000000188,2.205882352941125,862,10,2016,Complete
3708,S3051,RUGU SECONDARY SCHOOL,KAGERA,2025,3.4309,100.0,146.0,Very Large,30.386249999999997,0.0,100.0,35.193124999999995,Low,-0.007210000000005797,4.256661309384458e-15,856,10,2016,Complete
3709,S3847,NYASHIMBI SECONDARY SCHOOL,SHINYANGA,2025,3.3992,99.21465968586386,382.0,Very Large,30.382670157068066,0.0,100.0,35.19133507853403,Low,-0.1034000000000083,1.825029005183814,856,10,2016,Complete
3710,S5393,HOPE KIVULE SECONDARY SCHOOL,DAR ES SALAAM,2025,3.1773,100.0,30.0,Small,27.21625,21.510000000000204,75.64102564102569,35.1893301282052,Low,0.10755000000000102,0.1296296296296288,965,10,2016,Complete
3711,S2127,KISESE SECONDARY SCHOOL,DODOMA,2025,3.6241,100.0,50.0,Medium,32.801249999999996,0.0,93.91258318209317,35.18314163641863,Low,-0.2027000000000065,8.061797752808955,862,10,2016,Complete
3712,S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA,2025,2.4589,100.0,36.0,Small,18.23625,36.456000000000735,75.64102564102569,35.183130128205356,Low,0.18228000000000366,4.256661309384458e-15,965,10,2016,Complete
3713,S1400,KAMHANGA SECONDARY SCHOOL,GEITA,2025,3.6238,100.0,71.0,Medium,32.7975,0.0,93.91258318209317,35.181266636418634,Low,-0.20104000000000585,11.583013230900479,862,10,2016,Complete
3714,S0782,MWIKA SECONDARY SCHOOL,KILIMANJARO,2025,3.401,99.3006993006993,143.0,Very Large,30.362150349650342,0.0,100.0,35.18107517482517,Low,-0.07690000000000483,0.8745741438050627,856,9,2016,Complete
3715,S2868,MWASANGA SECONDARY SCHOOL,MBEYA,2025,3.4278,100.0,86.0,Large,30.3475,0.0,100.0,35.17375,Low,-0.10196000000000371,1.8055555555555505,862,10,2016,Complete
3716,S5803,KIGWA SECONDARY SCHOOL,TABORA,2025,3.5643,98.55072463768117,69.0,Medium,32.778387681159415,0.0,93.91258318209317,35.17171047699834,Low,-0.18609000000000755,6.168809877250022,862,4,2022,Complete
3717,S3898,IMALILO SECONDARY SCHOOL,MBEYA,2025,3.4273,100.0,72.0,Large,30.34125,0.0,100.0,35.170625,Low,-0.12976000000000218,1.255344985725189,862,10,2016,Complete
3718,S4707,ZANKA SECONDARY SCHOOL,DODOMA,2025,3.622,100.0,54.0,Medium,32.775,0.0,93.91258318209317,35.17001663641864,Low,-0.10913000000000772,3.1460005947077745,862,10,2016,Complete
3719,S4858,SHITAGE SECONDARY SCHOOL,TABORA,2025,3.622,100.0,56.0,Medium,32.775,0.0,93.91258318209317,35.17001663641864,Low,-0.05915000000000982,3.1358234295419143,862,10,2016,Complete
3720,S1718,BEREGE SECONDARY SCHOOL,DODOMA,2025,3.427,100.0,130.0,Very Large,30.337500000000002,0.0,100.0,35.16875,Low,-0.2671700000000052,8.091948105299519,856,10,2016,Complete
3721,S2272,MWABUMA SECONDARY SCHOOL,SIMIYU,2025,3.6216,100.0,49.0,Medium,32.769999999999996,0.0,93.91258318209317,35.16751663641863,Low,-0.130370000000007,2.529069767442144,862,10,2016,Complete
3722,S4059,IMALAMAKOYE SECONDARY SCHOOL,TABORA,2025,3.6205,100.0,63.0,Medium,32.756249999999994,0.0,93.91258318209317,35.16064163641863,Low,-0.11052000000000164,2.4011753447514184,862,10,2016,Complete
3723,S4332,KALYA SECONDARY SCHOOL,KIGOMA,2025,3.4257,100.0,97.0,Large,30.32125,0.0,100.0,35.160624999999996,Low,-0.31588000000002,19.13000449842637,862,10,2016,Complete
3724,S2033,VIWANDANI SECONDARY SCHOOL,DODOMA,2025,3.3263,97.51552795031056,161.0,Very Large,30.32098602484472,0.0,100.0,35.160493012422364,Low,-0.12917000000000428,2.8781841856244057,856,10,2016,Complete
3725,S5812,KAYENZE SECONDARY SCHOOL,MWANZA,2025,3.4255,100.0,162.0,Very Large,30.31875,0.0,100.0,35.159375,Low,-0.09813000000001097,2.4904591532499274,856,4,2022,Complete
3726,S2765,MIGOMBANI SECONDARY SCHOOL,DAR ES SALAAM,2025,3.3206,97.38219895287958,191.0,Very Large,30.316400523560215,0.0,100.0,35.15820026178011,Low,-0.2989300000000042,13.444106145587472,856,10,2016,Complete
3727,S2092,UKENYENGE SECONDARY SCHOOL,SHINYANGA,2025,3.4253,100.0,84.0,Large,30.31625,0.0,100.0,35.158125,Low,-0.22247000000001493,5.3133557021102265,862,10,2016,Complete
3728,S2882,RIFT VALLEY SECONDARY SCHOOL,ARUSHA,2025,3.4246,100.0,209.0,Very Large,30.307499999999997,0.0,100.0,35.15375,Low,-0.19096999999999814,3.9403535715110225,856,10,2016,Complete
3729,S2487,KALAMBA SECONDARY SCHOOL,DODOMA,2025,3.6191,100.0,46.0,Medium,32.73875,0.0,93.91258318209317,35.15189163641864,Low,-0.06991999999999823,1.2814465408804692,862,10,2016,Complete
3730,S3617,MAMA MARIA NYERERE SECONDARY SCHOOL,MARA,2025,3.6185,100.0,64.0,Medium,32.73125,0.0,93.91258318209317,35.148141636418636,Low,-0.129940000000006,3.4217703815356013,862,10,2016,Complete
3731,S1167,KWAMKONO SECONDARY SCHOOL,TANGA,2025,3.4228,100.0,83.0,Large,30.285,0.0,100.0,35.1425,Low,-0.23340000000000558,5.058177117000771,862,10,2016,Complete
3732,S0128,MALANGALI SECONDARY SCHOOL,IRINGA,2025,2.5498,97.61904761904762,84.0,Large,20.56297619047619,16.20000000000214,100.0,35.141488095238735,Low,0.0810000000000107,0.36574123320217944,862,10,2016,Complete
3733,S2823,GOROWA SECONDARY SCHOOL,MANYARA,2025,3.3678,100.0,76.0,Large,29.5975,1.1420000000000938,100.0,35.14135000000003,Low,0.005710000000000469,4.256661309384458e-15,862,10,2016,Complete
3734,S2791,MWAMANGA SECONDARY SCHOOL,MWANZA,2025,3.4224,100.0,77.0,Large,30.28,0.0,100.0,35.14,Low,-0.22629000000000993,4.41210502892764,862,10,2016,Complete
3735,S3362,NYAMWEZI SECONDARY SCHOOL,TABORA,2025,3.3652,98.58156028368793,141.0,Very Large,30.274219858156034,0.0,100.0,35.137109929078015,Low,-0.16891000000000678,6.702447923914066,856,10,2016,Complete
3736,S3136,SINDE SECONDARY SCHOOL,MBEYA,2025,3.3846,99.07834101382488,217.0,Very Large,30.268329493087556,0.0,100.0,35.134164746543775,Low,-0.11811000000000282,1.6884829250612892,856,10,2016,Complete
3737,S1831,KILINGI SECONDARY SCHOOL,KILIMANJARO,2025,3.4214,100.0,143.0,Very Large,30.267500000000002,0.0,100.0,35.13375,Low,-0.16364000000000722,6.382329087352861,856,10,2016,Complete
3738,S1956,MAJEBELE SECONDARY SCHOOL,SIMIYU,2025,3.4211,100.0,90.0,Large,30.26375,0.0,100.0,35.131875,Low,-0.12025000000000685,0.7870370370371338,862,10,2016,Complete
3739,S2117,IGALUKILO SECONDARY SCHOOL,SIMIYU,2025,3.6152,100.0,51.0,Medium,32.690000000000005,0.0,93.91258318209317,35.12751663641863,Low,-0.11361999999999695,5.662911118697939,862,10,2016,Complete
3740,S5421,NDURUGUMI SECONDARY SCHOOL,DODOMA,2025,3.4204,100.0,116.0,Large,30.255,0.0,100.0,35.1275,Low,-0.15875000000001244,6.171652850461218,862,8,2018,Complete
3741,S0709,BUKONGO SECONDARY SCHOOL,MWANZA,2025,3.4202,100.0,188.0,Very Large,30.252499999999998,0.0,100.0,35.12625,Low,-0.26482000000001293,11.448526651518657,856,10,2016,Complete
3742,S2337,HALUNGU SECONDARY SCHOOL,SONGWE,2025,3.5502,98.38709677419355,62.0,Medium,32.68395161290322,0.0,93.91258318209317,35.12449244287025,Low,-0.16869000000001005,7.800068057185311,862,10,2016,Complete
3743,S2593,MAWEMATATU SECONDARY SCHOOL,MWANZA,2025,3.3297,99.20634920634922,126.0,Very Large,29.51807539682539,1.190476190476243,100.0,35.11618055555557,Low,-0.02047000000000578,-0.23809523809524863,856,10,2016,Complete
3744,S4048,MUUNGANO USA RIVER SECONDARY SCHOOL,ARUSHA,2025,3.3272,99.15254237288136,236.0,Very Large,29.51372881355932,1.1959708748806888,100.0,35.115655669243864,Low,0.0008399999999961841,-0.20559417497629043,856,10,2016,Complete
3745,S3871,BULYANHULU SECONDARY SCHOOL,SHINYANGA,2025,3.4174,100.0,240.0,Very Large,30.2175,0.0,100.0,35.10875,Low,-0.18690000000000861,6.115277777777883,856,10,2016,Complete
3746,S4703,MABILIONI SECONDARY SCHOOL,KILIMANJARO,2025,3.4172,100.0,83.0,Large,30.214999999999996,0.0,100.0,35.1075,Low,-0.04590000000000893,0.179408220645414,862,10,2016,Complete
3747,S1033,AMANI ABEID KARUME SECONDARY SCHOOL,DODOMA,2025,3.4154,100.0,107.0,Large,30.1925,0.0,100.0,35.09625,Low,-0.25635000000000785,8.475306036302145,862,10,2016,Complete
3748,S1242,VUMARI SECONDARY SCHOOL,KILIMANJARO,2025,3.4149,100.0,86.0,Large,30.186249999999998,0.0,100.0,35.093125,Low,-0.130490000000005,4.931028431028433,862,9,2016,Complete
3749,S3304,BOMA SECONDARY SCHOOL,KILIMANJARO,2025,3.4147,100.0,139.0,Very Large,30.183749999999996,0.0,100.0,35.091875,Low,-0.1278200000000084,1.8871576550788653,856,10,2016,Complete
3750,S2083,BUKO SECONDARY SCHOOL,MARA,2025,3.4146,100.0,77.0,Large,30.1825,0.0,100.0,35.09125,Low,-0.18394999999999795,0.9759358288770615,862,10,2016,Complete
3751,S1610,CHIEF KIDULILE SECONDARY SCHOOL,NJOMBE,2025,3.4145,100.0,132.0,Very Large,30.18125,0.0,100.0,35.090625,Low,-0.12054000000000213,4.256661309384458e-15,856,10,2016,Complete
3752,S2141,IPULI SECONDARY SCHOOL,TABORA,2025,3.4027,99.71098265895954,346.0,Very Large,30.17825867052023,0.0,100.0,35.08912933526011,Low,-0.03735000000000247,1.5707815377939292,856,10,2016,Complete
3753,S1700,MKUTI SECONDARY SCHOOL,KIGOMA,2025,3.4142,100.0,103.0,Large,30.177500000000002,0.0,100.0,35.088750000000005,Low,-0.2234900000000146,7.9327634944145755,862,9,2016,Complete
3754,S4000,FT SUMAYE SECONDARY SCHOOL,MANYARA,2025,3.1673,100.0,123.0,Very Large,27.09125,5.141999999999124,100.0,35.08822499999974,Low,0.02570999999999562,0.4894585306956834,856,10,2016,Complete
3755,S0927,LANGASANI SECONDARY SCHOOL,KILIMANJARO,2025,3.3577,98.59154929577466,142.0,Very Large,30.17547535211267,0.0,100.0,35.087737676056335,Low,-0.09007000000000312,0.6840824357912405,856,10,2016,Complete
3756,S1769,SHANTA MINE SECONDARY SCHOOL,GEITA,2025,3.3065,97.31800766283524,261.0,Very Large,30.172246168582383,0.0,100.0,35.08612308429119,Low,-0.09385999999999642,2.84791518993044,856,10,2016,Complete
3757,S2867,BUJINGWA SECONDARY SCHOOL,MWANZA,2025,3.3763,99.07120743034056,323.0,Very Large,30.168146284829717,0.0,100.0,35.08407314241486,Low,-0.1340100000000041,2.5825289434288066,856,10,2016,Complete
3758,S0834,PANDANI SECONDARY SCHOOL,KASKAZINI PEMBA,2025,3.4133,100.0,79.0,Large,30.16625,0.0,100.0,35.083125,Low,-0.29138000000000325,12.215742057847137,862,10,2016,Complete
3759,S4991,AIMEE MILEMBE SECONDARY SCHOOL,MWANZA,2025,3.4131,100.0,86.0,Large,30.16375,0.0,100.0,35.081875,Low,-0.14779000000000594,1.5472370766490569,862,10,2016,Complete
3760,S6608,KASOTA SECONDARY SCHOOL,GEITA,2025,3.4129,100.0,86.0,Large,30.16125,0.0,100.0,35.080625,Low,,,862,1,2025,Insufficient trend history
